"fips', 'county_zip_file_name', 'roads_length', 'intersections","NA","NA","NA"
"05047","tl_2014_05047_roads.zip","2866620.86024308","6441"
"05049","tl_2014_05049_roads.zip","3053626.84729483","6207"
"05051","tl_2014_05051_roads.zip","4327663.43570388","11212"
"05053","tl_2014_05053_roads.zip","3968187.81498033","7888"
"05055","tl_2014_05055_roads.zip","3064869.35353086","6638"
"05057","tl_2014_05057_roads.zip","3224840.65890722","6134"
"05059","tl_2014_05059_roads.zip","3073279.70693917","8691"
"05061","tl_2014_05061_roads.zip","2142059.66989612","2791"
"05063","tl_2014_05063_roads.zip","2235641.30030549","4171"
"05065","tl_2014_05065_roads.zip","2352026.9196127","5666"
"05067","tl_2014_05067_roads.zip","1710973.63195675","3398"
"05069","tl_2014_05069_roads.zip","3616495.34362574","8989"
"05071","tl_2014_05071_roads.zip","2974179.33287045","5944"
"05073","tl_2014_05073_roads.zip","1568482.9309575","2582"
"05075","tl_2014_05075_roads.zip","2414341.52845706","5977"
"05077","tl_2014_05077_roads.zip","1577644.18734109","2287"
"05079","tl_2014_05079_roads.zip","1861518.4604508","3126"
"05081","tl_2014_05081_roads.zip","2011091.61473894","3556"
"05083","tl_2014_05083_roads.zip","1650285.08672924","2031"
"05085","tl_2014_05085_roads.zip","3857109.3794689","8605"
"05087","tl_2014_05087_roads.zip","4723924.02206851","8318"
"05089","tl_2014_05089_roads.zip","3217287.23360472","9636"
"05091","tl_2014_05091_roads.zip","2227476.33979388","5606"
"05093","tl_2014_05093_roads.zip","3193002.75738811","6711"
"05095","tl_2014_05095_roads.zip","1119310.62265207","2022"
"05097","tl_2014_05097_roads.zip","2011668.62813137","3047"
"05099","tl_2014_05099_roads.zip","2100847.88575298","2365"
"05101","tl_2014_05101_roads.zip","1724646.69642549","1681"
"05103","tl_2014_05103_roads.zip","2740550.83061578","7245"
"05105","tl_2014_05105_roads.zip","2403555.57975283","4018"
"05107","tl_2014_05107_roads.zip","2004052.99314783","3623"
"05109","tl_2014_05109_roads.zip","3058580.92108036","5094"
"05111","tl_2014_05111_roads.zip","3212404.97403385","5020"
"05113","tl_2014_05113_roads.zip","3010529.90688192","4583"
"05115","tl_2014_05115_roads.zip","3123250.85863039","6607"
"05117","tl_2014_05117_roads.zip","2258997.31788359","4403"
"05119","tl_2014_05119_roads.zip","5640000.20214199","21457"
"05121","tl_2014_05121_roads.zip","2135670.19440736","3615"
"05123","tl_2014_05123_roads.zip","2437793.76429862","5669"
"05125","tl_2014_05125_roads.zip","3676088.70081555","9353"
"05127","tl_2014_05127_roads.zip","3186087.97727836","3078"
"05129","tl_2014_05129_roads.zip","2929183.31247655","6466"
"05131","tl_2014_05131_roads.zip","2818852.15867908","7767"
"05133","tl_2014_05133_roads.zip","1834069.50001184","3023"
"05135","tl_2014_05135_roads.zip","2542312.01286818","7351"
"05137","tl_2014_05137_roads.zip","2340213.23836251","4003"
"05139","tl_2014_05139_roads.zip","3511292.84198316","9482"
"05141","tl_2014_05141_roads.zip","3001271.77851208","5014"
"05143","tl_2014_05143_roads.zip","7439618.61206751","24204"
"05145","tl_2014_05145_roads.zip","3836126.21565044","8201"
"05147","tl_2014_05147_roads.zip","1608322.07245053","3002"
"05149","tl_2014_05149_roads.zip","2506153.81475956","3968"
"06001","tl_2014_06001_roads.zip","9216923.55702834","50112"
"06003","tl_2014_06003_roads.zip","509898.634237666","846"
"06005","tl_2014_06005_roads.zip","2321230.33458326","4676"
"06007","tl_2014_06007_roads.zip","7078206.62046796","13828"
"06009","tl_2014_06009_roads.zip","4484616.65546896","7548"
"06011","tl_2014_06011_roads.zip","3038785.8650873","3859"
"06013","tl_2014_06013_roads.zip","9923259.26696434","49211"
"06015","tl_2014_06015_roads.zip","3350970.10998413","5312"
"06017","tl_2014_06017_roads.zip","6994712.08766511","14532"
"06019","tl_2014_06019_roads.zip","20969629.415124","57291"
"06021","tl_2014_06021_roads.zip","4443254.68249824","6504"
"06023","tl_2014_06023_roads.zip","12001250.1335745","21138"
"06025","tl_2014_06025_roads.zip","8942421.21734342","17502"
"06027","tl_2014_06027_roads.zip","9074670.34937402","13739"
"06029","tl_2014_06029_roads.zip","35405197.2828366","97050"
"06031","tl_2014_06031_roads.zip","6520342.88481762","13951"
"06033","tl_2014_06033_roads.zip","7150747.91226192","15641"
"06035","tl_2014_06035_roads.zip","11322234.4894024","17819"
"06037","tl_2014_06037_roads.zip","47673478.499424","222908"
"06039","tl_2014_06039_roads.zip","7593684.68294236","14540"
"06041","tl_2014_06041_roads.zip","3294545.64998227","13022"
"06043","tl_2014_06043_roads.zip","3535221.92235446","5901"
"06045","tl_2014_06045_roads.zip","12110320.3200085","18168"
"06047","tl_2014_06047_roads.zip","7540761.39918713","14320"
"06049","tl_2014_06049_roads.zip","10083566.2786737","13658"
"06051","tl_2014_06051_roads.zip","4372571.77399461","8782"
"06053","tl_2014_06053_roads.zip","12926007.8114723","31190"
"06055","tl_2014_06055_roads.zip","1764118.19994618","4412"
"06057","tl_2014_06057_roads.zip","6026635.79149084","13917"
"06059","tl_2014_06059_roads.zip","15721872.5616048","101891"
"06061","tl_2014_06061_roads.zip","7498371.2862495","23482"
"06063","tl_2014_06063_roads.zip","9095680.23640062","17251"
"06065","tl_2014_06065_roads.zip","27099205.5653146","98719"
"06067","tl_2014_06067_roads.zip","9593869.72943765","42966"
"06069","tl_2014_06069_roads.zip","3739430.93075815","7442"
"06071","tl_2014_06071_roads.zip","49422629.0156221","139951"
"06073","tl_2014_06073_roads.zip","21865185.4260669","80028"
"06075","tl_2014_06075_roads.zip","1885768.10644124","11472"
"06077","tl_2014_06077_roads.zip","6956170.97537877","25176"
"06079","tl_2014_06079_roads.zip","12089299.293812","26045"
"06081","tl_2014_06081_roads.zip","3992099.67966413","17932"
"06083","tl_2014_06083_roads.zip","7933096.34166175","22106"
"06085","tl_2014_06085_roads.zip","11161455.7939751","58140"
"06087","tl_2014_06087_roads.zip","3788971.17399946","15040"
"06089","tl_2014_06089_roads.zip","12000505.4257077","21500"
"06091","tl_2014_06091_roads.zip","3683483.47984542","5022"
"06093","tl_2014_06093_roads.zip","20183875.9330085","26602"
"06095","tl_2014_06095_roads.zip","6004251.28583781","21632"
"06097","tl_2014_06097_roads.zip","9247079.82370577","30463"
"06099","tl_2014_06099_roads.zip","5354312.75687589","15992"
"06101","tl_2014_06101_roads.zip","2440876.14922513","4460"
"06103","tl_2014_06103_roads.zip","9370302.79729945","14366"
"06105","tl_2014_06105_roads.zip","7220147.21100113","7918"
"06107","tl_2014_06107_roads.zip","14268644.06692","35074"
"06109","tl_2014_06109_roads.zip","6094007.06802441","10876"
"06111","tl_2014_06111_roads.zip","9166360.10667221","32746"
"06113","tl_2014_06113_roads.zip","3237240.73186685","7943"
"06115","tl_2014_06115_roads.zip","3357246.68603054","8433"
"08001","tl_2014_08001_roads.zip","6520365.1675164","19105"
"08003","tl_2014_08003_roads.zip","2207758.30903958","3002"
"08005","tl_2014_08005_roads.zip","5426197.62652307","22143"
"08007","tl_2014_08007_roads.zip","2776032.583552","3851"
"08009","tl_2014_08009_roads.zip","3719667.80188254","2525"
"08011","tl_2014_08011_roads.zip","1828924.38694819","1675"
"08013","tl_2014_08013_roads.zip","4048230.03687589","14915"
"08014","tl_2014_08014_roads.zip","556436.173940882","2905"
"08015","tl_2014_08015_roads.zip","2003384.19326891","4214"
"08017","tl_2014_08017_roads.zip","1936351.75583924","985"
"08019","tl_2014_08019_roads.zip","1541917.80120686","3874"
"08021","tl_2014_08021_roads.zip","2069735.21772973","2791"
"08023","tl_2014_08023_roads.zip","6104467.22464956","13420"
"08025","tl_2014_08025_roads.zip","1239441.68114988","1152"
"08027","tl_2014_08027_roads.zip","2175517.67857816","4259"
"08029","tl_2014_08029_roads.zip","2316881.88452601","3590"
"08031","tl_2014_08031_roads.zip","3553497.67320776","17906"
"08033","tl_2014_08033_roads.zip","1781754.45319733","2164"
"08035","tl_2014_08035_roads.zip","5091997.55927873","19500"
"08037","tl_2014_08037_roads.zip","4312561.57158653","6181"
"08039","tl_2014_08039_roads.zip","3641317.52172111","3866"
"08041","tl_2014_08041_roads.zip","12350031.9210109","57375"
"08043","tl_2014_08043_roads.zip","3648294.63643872","9578"
"08045","tl_2014_08045_roads.zip","6021948.25331044","12655"
"08047","tl_2014_08047_roads.zip","793905.928730195","2621"
"08049","tl_2014_08049_roads.zip","4009157.9893029","9189"
"08051","tl_2014_08051_roads.zip","5659066.95215253","9953"
"08053","tl_2014_08053_roads.zip","750170.356489529","1415"
"08055","tl_2014_08055_roads.zip","3196888.69142136","6348"
"08057","tl_2014_08057_roads.zip","3761400.97837554","5226"
"08059","tl_2014_08059_roads.zip","6260858.26278532","23778"
"08061","tl_2014_08061_roads.zip","2038183.06340574","929"
"08063","tl_2014_08063_roads.zip","3932005.50033212","2484"
"08065","tl_2014_08065_roads.zip","896522.342949317","2228"
"08067","tl_2014_08067_roads.zip","4149857.6380292","7866"
"08069","tl_2014_08069_roads.zip","9719752.70235833","25569"
"08071","tl_2014_08071_roads.zip","5423598.66905736","8075"
"08073","tl_2014_08073_roads.zip","3038115.24910399","2158"
"08075","tl_2014_08075_roads.zip","3722679.66177136","3968"
"08077","tl_2014_08077_roads.zip","6152701.08940362","11733"
"08079","tl_2014_08079_roads.zip","841431.923099343","1339"
"08081","tl_2014_08081_roads.zip","5952125.79130302","6658"
"08083","tl_2014_08083_roads.zip","4164331.35999176","8419"
"08085","tl_2014_08085_roads.zip","4196861.17508295","6329"
"08087","tl_2014_08087_roads.zip","3140360.9294718","4273"
"08089","tl_2014_08089_roads.zip","2450532.31607142","5205"
"08091","tl_2014_08091_roads.zip","1135599.41022356","2594"
"08093","tl_2014_08093_roads.zip","5636803.67421963","7682"
"08095","tl_2014_08095_roads.zip","1651919.1460355","1076"
"08097","tl_2014_08097_roads.zip","1322163.16578106","2633"
"08099","tl_2014_08099_roads.zip","3267890.52132494","3149"
"08101","tl_2014_08101_roads.zip","7481783.64180395","16971"
"08103","tl_2014_08103_roads.zip","4919379.26725309","4892"
"08105","tl_2014_08105_roads.zip","2157448.72123442","3514"
"08107","tl_2014_08107_roads.zip","3964175.20088923","7138"
"08109","tl_2014_08109_roads.zip","4569211.97502132","5051"
"08111","tl_2014_08111_roads.zip","484336.494010964","604"
"08113","tl_2014_08113_roads.zip","3845928.24987848","5946"
"08115","tl_2014_08115_roads.zip","1249565.20435197","885"
"08117","tl_2014_08117_roads.zip","2235188.79242012","8368"
"08119","tl_2014_08119_roads.zip","2729510.38397881","8076"
"08121","tl_2014_08121_roads.zip","4199934.02437202","1947"
"08123","tl_2014_08123_roads.zip","9318404.98337574","18531"
"08125","tl_2014_08125_roads.zip","4734876.07978394","5559"
"09001","tl_2014_09001_roads.zip","8087258.1047968","33852"
"09003","tl_2014_09003_roads.zip","7442432.52641472","27186"
"09005","tl_2014_09005_roads.zip","4418718.31333449","10848"
"09007","tl_2014_09007_roads.zip","2459963.59656291","7843"
"09009","tl_2014_09009_roads.zip","6892214.48555381","28190"
"09011","tl_2014_09011_roads.zip","3937163.93642107","11554"
"09013","tl_2014_09013_roads.zip","2229068.8103611","5032"
"09015","tl_2014_09015_roads.zip","2261848.27463082","4734"
"10001","tl_2014_10001_roads.zip","4040019.68981305","11861"
"10003","tl_2014_10003_roads.zip","4396377.49404198","19911"
"10005","tl_2014_10005_roads.zip","7655284.17406009","28709"
"11001","tl_2014_11001_roads.zip","1859770.3425571","9539"
"12001","tl_2014_12001_roads.zip","7468092.5078413","39971"
"12003","tl_2014_12003_roads.zip","2152692.62194631","5454"
"12005","tl_2014_12005_roads.zip","5186271.34194558","14764"
"12007","tl_2014_12007_roads.zip","1474746.09793539","5181"
"12009","tl_2014_12009_roads.zip","6887896.73112249","23570"
"12011","tl_2014_12011_roads.zip","10124207.4961529","54959"
"12013","tl_2014_12013_roads.zip","2290119.54553393","6430"
"12015","tl_2014_12015_roads.zip","4597921.06001233","17405"
"12017","tl_2014_12017_roads.zip","5569222.57034081","22052"
"12019","tl_2014_12019_roads.zip","4332612.69364877","16898"
"12021","tl_2014_12021_roads.zip","5898886.6573051","13608"
"12023","tl_2014_12023_roads.zip","4830573.04627622","23541"
"12027","tl_2014_12027_roads.zip","1918516.99757977","8125"
"12029","tl_2014_12029_roads.zip","3738554.54927965","9060"
"12031","tl_2014_12031_roads.zip","7344171.07576944","30777"
"12033","tl_2014_12033_roads.zip","4396637.91977425","17045"
"12035","tl_2014_12035_roads.zip","2761467.11183056","10987"
"12037","tl_2014_12037_roads.zip","2281570.02373048","8130"
"12039","tl_2014_12039_roads.zip","2304017.60832623","8227"
"12041","tl_2014_12041_roads.zip","1651852.13362964","3475"
"12043","tl_2014_12043_roads.zip","1912141.90131194","5461"
"12045","tl_2014_12045_roads.zip","2880858.95565626","7629"
"12047","tl_2014_12047_roads.zip","1946104.23519501","3895"
"12049","tl_2014_12049_roads.zip","1372185.04189791","2972"
"12051","tl_2014_12051_roads.zip","3924331.80513652","9157"
"12053","tl_2014_12053_roads.zip","4063547.04819648","12078"
"12055","tl_2014_12055_roads.zip","4946886.31141921","20043"
"12057","tl_2014_12057_roads.zip","11177580.5505648","41505"
"12059","tl_2014_12059_roads.zip","1529273.94474177","2250"
"12061","tl_2014_12061_roads.zip","3236234.12205512","18392"
"12063","tl_2014_12063_roads.zip","3921725.81234319","7114"
"12065","tl_2014_12065_roads.zip","1674588.49423814","4057"
"12067","tl_2014_12067_roads.zip","2757026.48489701","8973"
"12069","tl_2014_12069_roads.zip","5914263.18776463","18798"
"12071","tl_2014_12071_roads.zip","10637275.3860124","37113"
"12073","tl_2014_12073_roads.zip","3919844.62225781","13821"
"12075","tl_2014_12075_roads.zip","5426997.31664721","15218"
"12077","tl_2014_12077_roads.zip","2346350.3002598","4572"
"12079","tl_2014_12079_roads.zip","3589873.42120801","13080"
"12081","tl_2014_12081_roads.zip","4629983.47338415","21644"
"12083","tl_2014_12083_roads.zip","11031023.5552978","39317"
"12085","tl_2014_12085_roads.zip","2694439.06127347","7888"
"12086","tl_2014_12086_roads.zip","14845768.5136652","72553"
"12087","tl_2014_12087_roads.zip","1493265.03051737","8412"
"12089","tl_2014_12089_roads.zip","3029703.58213776","12184"
"12091","tl_2014_12091_roads.zip","5044692.75232617","16279"
"12093","tl_2014_12093_roads.zip","1993271.31664892","4682"
"12095","tl_2014_12095_roads.zip","9554797.33850683","42449"
"12097","tl_2014_12097_roads.zip","5494864.82043015","15872"
"12099","tl_2014_12099_roads.zip","13320713.044573","41841"
"12101","tl_2014_12101_roads.zip","5852049.74063274","20476"
"12103","tl_2014_12103_roads.zip","7464574.77730511","44185"
"12105","tl_2014_12105_roads.zip","10493368.8644413","43930"
"12107","tl_2014_12107_roads.zip","3725610.44672844","13589"
"12109","tl_2014_12109_roads.zip","2984174.05706371","8781"
"12111","tl_2014_12111_roads.zip","5198544.38721536","24955"
"12113","tl_2014_12113_roads.zip","6237778.12831852","16238"
"12115","tl_2014_12115_roads.zip","5712242.64005925","22844"
"12117","tl_2014_12117_roads.zip","4168099.47550833","20252"
"12119","tl_2014_12119_roads.zip","3095399.67142226","14025"
"12121","tl_2014_12121_roads.zip","4035122.61468327","11414"
"12123","tl_2014_12123_roads.zip","4793201.79934647","13669"
"12125","tl_2014_12125_roads.zip","1263754.41991594","2983"
"12127","tl_2014_12127_roads.zip","7185561.10223276","24819"
"12129","tl_2014_12129_roads.zip","2230531.69919191","4975"
"12131","tl_2014_12131_roads.zip","4070484.48535102","11244"
"12133","tl_2014_12133_roads.zip","2295350.34680788","4981"
"13001","tl_2014_13001_roads.zip","2143244.0857616","3050"
"13003","tl_2014_13003_roads.zip","1176548.05432245","1816"
"13005","tl_2014_13005_roads.zip","1096148.93496559","1602"
"13007","tl_2014_13007_roads.zip","1746536.54076155","3531"
"13009","tl_2014_13009_roads.zip","1122713.52725054","2952"
"13011","tl_2014_13011_roads.zip","996435.119812939","1363"
"13013","tl_2014_13013_roads.zip","1214844.37954626","3124"
"13015","tl_2014_13015_roads.zip","2357644.62424225","6240"
"13017","tl_2014_13017_roads.zip","1161790.36420256","2281"
"13019","tl_2014_13019_roads.zip","2368077.16997338","4730"
"13021","tl_2014_13021_roads.zip","1955322.72602039","6699"
"13023","tl_2014_13023_roads.zip","699269.780924369","1182"
"13025","tl_2014_13025_roads.zip","2134584.02331625","4343"
"13027","tl_2014_13027_roads.zip","1787619.27163939","2705"
"13029","tl_2014_13029_roads.zip","1676186.72356725","3196"
"13031","tl_2014_13031_roads.zip","3699647.54787213","7489"
"13033","tl_2014_13033_roads.zip","2187932.87771918","2580"
"13035","tl_2014_13035_roads.zip","826802.655528607","2036"
"13037","tl_2014_13037_roads.zip","835428.453774597","1196"
"13039","tl_2014_13039_roads.zip","2834542.03960726","7218"
"13043","tl_2014_13043_roads.zip","1017528.97843525","1770"
"13045","tl_2014_13045_roads.zip","2767431.49153584","5582"
"13047","tl_2014_13047_roads.zip","1096532.48924573","3868"
"13049","tl_2014_13049_roads.zip","2429852.13855138","5558"
"13051","tl_2014_13051_roads.zip","2986657.20244385","12335"
"13053","tl_2014_13053_roads.zip","1478804.34943432","4556"
"13055","tl_2014_13055_roads.zip","1260578.41124488","2794"
"13057","tl_2014_13057_roads.zip","3086423.21611448","7946"
"13059","tl_2014_13059_roads.zip","1255031.36623975","4210"
"13061","tl_2014_13061_roads.zip","1008103.40839947","1946"
"13063","tl_2014_13063_roads.zip","2037991.59161599","6910"
"13065","tl_2014_13065_roads.zip","3424646.74393407","6058"
"13067","tl_2014_13067_roads.zip","7057275.98461209","42205"
"13069","tl_2014_13069_roads.zip","3098181.24648512","6595"
"13071","tl_2014_13071_roads.zip","2592764.83458463","4598"
"13073","tl_2014_13073_roads.zip","1663738.9239619","4048"
"13075","tl_2014_13075_roads.zip","1268888.62870408","2486"
"13077","tl_2014_13077_roads.zip","2493840.80921004","6136"
"13079","tl_2014_13079_roads.zip","746889.666361545","988"
"13081","tl_2014_13081_roads.zip","1166603.97605957","1968"
"13083","tl_2014_13083_roads.zip","1007594.86529738","2390"
"13085","tl_2014_13085_roads.zip","953566.573309433","1954"
"13087","tl_2014_13087_roads.zip","2145964.49978573","3527"
"13089","tl_2014_13089_roads.zip","4488094.81463934","16048"
"13091","tl_2014_13091_roads.zip","1777632.99662559","2392"
"13093","tl_2014_13093_roads.zip","1581495.47140551","2220"
"13095","tl_2014_13095_roads.zip","1674933.40738641","4364"
"13097","tl_2014_13097_roads.zip","1628124.28690793","4446"
"13099","tl_2014_13099_roads.zip","2083890.13268189","3832"
"13101","tl_2014_13101_roads.zip","1278546.64030264","1382"
"13103","tl_2014_13103_roads.zip","1914430.27417327","4195"
"13105","tl_2014_13105_roads.zip","1256407.6057042","2064"
"13107","tl_2014_13107_roads.zip","2363003.09471822","3175"
"13109","tl_2014_13109_roads.zip","1555285.35941962","4943"
"13111","tl_2014_13111_roads.zip","2084842.70750752","5757"
"13113","tl_2014_13113_roads.zip","1535858.85675793","3839"
"13115","tl_2014_13115_roads.zip","2294170.49942189","4694"
"13117","tl_2014_13117_roads.zip","2140925.96697538","6036"
"13119","tl_2014_13119_roads.zip","1358323.83941563","2653"
"13121","tl_2014_13121_roads.zip","7085264.93871816","27138"
"13123","tl_2014_13123_roads.zip","2319579.13485798","6684"
"13125","tl_2014_13125_roads.zip","572420.870481772","719"
"13127","tl_2014_13127_roads.zip","2327467.84023195","8036"
"13129","tl_2014_13129_roads.zip","1538914.91896931","3648"
